Beginning Fiscal Year,Ending Fiscal Year,County,School District, Amount of Aid 
2014,2015,Allegany         ,Angelica-Belmont,1225001.14
2014,2015,Allegany         ,Belfast,732181.03
2014,2015,Allegany         ,Bolivar-Richburg,1696842.28
2014,2015,Allegany         ,Canaseraga,465596.9
2014,2015,Allegany         ,Cuba-Rushford,1467947.86
2014,2015,Allegany         ,Fillmore,1386945.02
2014,2015,Allegany         ,Friendship,822831.39
2014,2015,Allegany         ,Scio,771293.57
2014,2015,Allegany         ,Wellsville,2345546.49
2014,2015,Allegany         ,Whitesville,492167.91
2014,2015,Broome           ,Binghamton,9480030.36
2014,2015,Broome           ,Chenango Forks,2654729.97
2014,2015,Broome           ,Chenango Valley,2469571.08
2014,2015,Broome           ,Deposit,621468.66
2014,2015,Broome           ,Harpursville,1576394.48
2014,2015,Broome           ,Johnson City,3924154.49
2014,2015,Broome           ,Maine-Endwell,4069011.64
2014,2015,Broome           ,Susquehanna Valley,2558634.96
2014,2015,Broome           ,Union-Endicott,6020096.12
2014,2015,Broome           ,Vestal,3933774.21
2014,2015,Broome           ,Whitney Point,3012141.83
2014,2015,Broome           ,Windsor,2791736.73
2014,2015,Cattaraugus      ,Allegany-Limestone,1938127.8
2014,2015,Cattaraugus      ,Cattaraugus,1892386.4
2014,2015,Cattaraugus      ,Ellicottville,171280.81
2014,2015,Cattaraugus      ,Franklinville,1444155.82
2014,2015,Cattaraugus      ,Gowanda,2400964.35
2014,2015,Cattaraugus      ,Hinsdale,796148.3
2014,2015,Cattaraugus      ,Olean,3769198.42
2014,2015,Cattaraugus      ,Portville,1608644.88
2014,2015,Cattaraugus      ,Randolph,1485402.58
2014,2015,Cattaraugus      ,Salamanca,2631829.15
2014,2015,Cattaraugus      ,West Valley,523295.25
2014,2015,Cattaraugus      ,Yorkshire-Pioneer,4376743.61
2014,2015,Cayuga           ,Auburn,6555573.39
2014,2015,Cayuga           ,Cato-Meridian,1775417.53
2014,2015,Cayuga           ,Moravia,1423887.1
2014,2015,Cayuga           ,Port Byron,1725892.11
2014,2015,Cayuga           ,Southern Cayuga,908439.81
2014,2015,Cayuga           ,Union Springs,1139658
2014,2015,Cayuga           ,Weedsport,1359364.35
2014,2015,Chautauqua       ,Bemus Point,632745.66
2014,2015,Chautauqua       ,Brocton,1278874.01
2014,2015,Chautauqua       ,Cassadaga Valley,1951620.81
2014,2015,Chautauqua       ,Chautauqua,370298.93
2014,2015,Chautauqua       ,Clymer,615261.38
2014,2015,Chautauqua       ,Dunkirk,3505816.83
2014,2015,Chautauqua       ,Falconer,2012730.88
2014,2015,Chautauqua       ,Forestville,902157.89
2014,2015,Chautauqua       ,Fredonia,2070212.93
2014,2015,Chautauqua       ,Frewsburg,1440237.36
2014,2015,Chautauqua       ,Jamestown,9120041.11
2014,2015,Chautauqua       ,Panama,1022890.15
2014,2015,Chautauqua       ,Pine Valley,1242437.88
2014,2015,Chautauqua       ,Ripley,679777.24
2014,2015,Chautauqua       ,Sherman,819252.83
2014,2015,Chautauqua       ,Silver Creek,1874588.47
2014,2015,Chautauqua       ,Southwestern,2047128.24
2014,2015,Chautauqua       ,Westfield,1155420.02
2014,2015,Chemung          ,Elmira,11825581.65
2014,2015,Chemung          ,Elmira Heights,1740536.12
2014,2015,Chemung          ,Horseheads,5474886.17
2014,2015,Chenango         ,Afton,1148954.82
2014,2015,Chenango         ,Bainbridge,1347938.18
2014,2015,Chenango         ,Georgetown,695279.6
2014,2015,Chenango         ,Greene,2040634.97
2014,2015,Chenango         ,Norwich,3559161.85
2014,2015,Chenango         ,Oxford,1508331.06
2014,2015,Chenango         ,Sherburne-Earlville,2831166.04
2014,2015,Chenango         ,Unadilla Valley,1686937.87
2014,2015,Clinton          ,Ausable Valley,1785789.43
2014,2015,Clinton          ,Beekmantown,2623949.56
2014,2015,Clinton          ,Chazy,652108.55
2014,2015,Clinton          ,Northeastern,2095174.15
2014,2015,Clinton          ,Northern Adirondack,1657827.92
2014,2015,Clinton          ,Peru,3172888.57
2014,2015,Clinton          ,Plattsburgh,2607822.73
2014,2015,Clinton          ,Saranac,2424209.37
2014,2015,Columbia         ,Chatham,529758.93
2014,2015,Columbia         ,Copake-Taconic Hills,581607.45
2014,2015,Columbia         ,Germantown,377582.12
2014,2015,Columbia         ,Hudson,2527925.88
2014,2015,Columbia         ,Kinderhook,1777997.53
2014,2015,Columbia         ,New Lebanon,163247.61
2014,2015,Cortland         ,Cincinnatus,1196940.68
2014,2015,Cortland         ,Cortland,4039730.34
2014,2015,Cortland         ,Homer,3338860.68
2014,2015,Cortland         ,Marathon,1432819.74
2014,2015,Cortland         ,Mcgraw,1047041.05
2014,2015,Delaware         ,Andes,35754.65
2014,2015,Delaware         ,Charlotte Valley,549137.54
2014,2015,Delaware         ,Delhi,782400.11
2014,2015,Delaware         ,Downsville,73158.94
2014,2015,Delaware         ,Franklin,407565.51
2014,2015,Delaware         ,Hancock,537066.76
2014,2015,Delaware         ,Margaretville,140912.5
2014,2015,Delaware         ,Roxbury,199100.13
2014,2015,Delaware         ,Sidney,1827822.28
2014,2015,Delaware         ,South Kortright,440215.17
2014,2015,Delaware         ,Stamford,576014.07
2014,2015,Delaware         ,Walton,1550114.06
2014,2015,Dutchess         ,Arlington,9702726.53
2014,2015,Dutchess         ,Beacon,3809912.24
2014,2015,Dutchess         ,Dover,1741702.52
2014,2015,Dutchess         ,Hyde Park,4094500.12
2014,2015,Dutchess         ,Millbrook,129346
2014,2015,Dutchess         ,Northeast,292486.14
2014,2015,Dutchess         ,Pawling,708949.51
2014,2015,Dutchess         ,Pine Plains,250877.5
2014,2015,Dutchess         ,Poughkeepsie,7078741.55
2014,2015,Dutchess         ,Red Hook,2043872.49
2014,2015,Dutchess         ,Rhinebeck,150291.89
2014,2015,Dutchess         ,Spackenkill,1410810.7
2014,2015,Dutchess         ,Wappingers Falls,10341576.95
2014,2015,Erie             ,Akron,2279671.42
2014,2015,Erie             ,Alden,2418340.68
2014,2015,Erie             ,Amherst Central,3266049.42
2014,2015,Erie             ,Buffalo,84708078.49
2014,2015,Erie             ,Cheektowaga,2576070.95
2014,2015,Erie             ,Cheektowaga-Maryvale,2737167.45
2014,2015,Erie             ,Cheektowaga-Sloan,2409182.42
2014,2015,Erie             ,Clarence,5258527.57
2014,2015,Erie             ,Cleveland Hill,2243591.14
2014,2015,Erie             ,Depew,2915096.18
2014,2015,Erie             ,East Aurora,1750153.99
2014,2015,Erie             ,Eden,2017705.39
2014,2015,Erie             ,Evans-Brant,4184435.84
2014,2015,Erie             ,Frontier,6848829.49
2014,2015,Erie             ,Grand Island,3709894.31
2014,2015,Erie             ,Hamburg,4785465.8
2014,2015,Erie             ,Holland,1277985.85
2014,2015,Erie             ,Iroquois,2554843.85
2014,2015,Erie             ,Kenmore-Tonawanda,10121760.88
2014,2015,Erie             ,Lackawanna,4379273.18
2014,2015,Erie             ,Lancaster,7311771.84
2014,2015,Erie             ,North Collins,999155.82
2014,2015,Erie             ,Orchard Park,5447224.74
2014,2015,Erie             ,Springville,2531136.21
2014,2015,Erie             ,Sweet Home,3441902.79
2014,2015,Erie             ,Tonawanda,2714265.13
2014,2015,Erie             ,West Seneca,8498351.43
2014,2015,Erie             ,Williamsville,10408580.56
2014,2015,Essex            ,Crown Point,451876.88
2014,2015,Essex            ,Elizabethtown,334305.54
2014,2015,Essex            ,Keene,35550.55
2014,2015,Essex            ,Lake Placid,105014.06
2014,2015,Essex            ,Minerva,61552.97
2014,2015,Essex            ,Moriah,1488522.47
2014,2015,Essex            ,Newcomb,23514.67
2014,2015,Essex            ,Schroon Lake,47383.44
2014,2015,Essex            ,Ticonderoga,350984.17
2014,2015,Essex            ,Westport,128363.83
2014,2015,Essex            ,Willsboro,104865.27
2014,2015,Franklin         ,Brushton-Moira,1604514.56
2014,2015,Franklin         ,Chateaugay,915080.81
2014,2015,Franklin         ,Malone,4131978.69
2014,2015,Franklin         ,Salmon River,3041328.34
2014,2015,Franklin         ,Saranac Lake,341268.82
2014,2015,Franklin         ,St. Regis Falls,498970.52
2014,2015,Franklin         ,Tupper Lake,929700.16
2014,2015,Fulton           ,Broadalbin,2473184.35
2014,2015,Fulton           ,Gloversville,5922771.63
2014,2015,Fulton           ,Johnstown,2984441.89
2014,2015,Fulton           ,Mayfield,1332960.44
2014,2015,Fulton           ,Northville,213343.01
2014,2015,Fulton           ,Wheelerville,79815.97
2014,2015,Genesee          ,Alexander,1469872.49
2014,2015,Genesee          ,Batavia,3855201.97
2014,2015,Genesee          ,Byron-Bergen,1718698.58
2014,2015,Genesee          ,Elba,816851.44
2014,2015,Genesee          ,Le Roy,1963592.22
2014,2015,Genesee          ,Oakfield-Alabama,1538003.09
2014,2015,Genesee          ,Pavilion,1296469.26
2014,2015,Genesee          ,Pembroke,1521634.49
2014,2015,Greene           ,Cairo-Durham,1709852.32
2014,2015,Greene           ,Catskill,1998081.71
2014,2015,Greene           ,Coxsackie-Athens,1565473.81
2014,2015,Greene           ,Greenville,1493013.68
2014,2015,Greene           ,Hunter-Tannersville,92935.87
2014,2015,Greene           ,Windham-Ashland,63132.11
2014,2015,Hamilton         ,Indian Lake-Inlet,35727.6
2014,2015,Hamilton         ,Inlet Commons,885
2014,2015,Hamilton         ,Lake Pleasant,29715.69
2014,2015,Hamilton         ,Long Lake,24144
2014,2015,Hamilton         ,Wells,54763.88
2014,2015,Herkimer         ,Bridgewater,2243351.45
2014,2015,Herkimer         ,Central Valley,4755932.64
2014,2015,Herkimer         ,Dolgeville,1528402.99
2014,2015,Herkimer         ,Frankfort-Schuyler,1683826.74
2014,2015,Herkimer         ,Herkimer,1855051.94
2014,2015,Herkimer         ,Little Falls,1862178.61
2014,2015,Herkimer         ,Poland,645061.99
2014,2015,Herkimer         ,Town Of Webb,47259.51
2014,2015,Herkimer         ,Van Hornesville,343278.56
2014,2015,Herkimer         ,West Canada Valley,1263999.65
2014,2015,Jefferson        ,Alexandria,367478.43
2014,2015,Jefferson        ,Belleville-Henderson,346475.62
2014,2015,Jefferson        ,Carthage,6082005.51
2014,2015,Jefferson        ,General Brown,2028866.25
2014,2015,Jefferson        ,Indian River,7799777.69
2014,2015,Jefferson        ,Lafargeville,662310.11
2014,2015,Jefferson        ,Lyme,258635.06
2014,2015,Jefferson        ,Sackets Harbor,472183.88
2014,2015,Jefferson        ,South Jefferson,3320921.19
2014,2015,Jefferson        ,Thousand Islands,732112.4
2014,2015,Jefferson        ,Watertown,6454410.97
2014,2015,Lewis            ,Beaver River,1326721.19
2014,2015,Lewis            ,Copenhagen,867517.44
2014,2015,Lewis            ,Harrisville,640069.73
2014,2015,Lewis            ,Lowville,2383078.33
2014,2015,Lewis            ,South Lewis,1719763.38
2014,2015,Livingston       ,Avon,1413259.02
2014,2015,Livingston       ,Caledonia-Mumford,1399050.62
2014,2015,Livingston       ,Dalton-Nunda,1493099.42
2014,2015,Livingston       ,Dansville,2760251.31
2014,2015,Livingston       ,Geneseo,907612.06
2014,2015,Livingston       ,Livonia,2340258.14
2014,2015,Livingston       ,Mount Morris,1036717.04
2014,2015,Livingston       ,York,1278765.75
2014,2015,Madison          ,Canastota,2356458.36
2014,2015,Madison          ,Cazenovia,1678573.05
2014,2015,Madison          ,Chittenango,3053893.1
2014,2015,Madison          ,De Ruyter,663504.3
2014,2015,Madison          ,Hamilton,585927.76
2014,2015,Madison          ,Madison,779927.48
2014,2015,Madison          ,Morrisville,1320860.9
2014,2015,Madison          ,Oneida,3612836.21
2014,2015,Madison          ,Stockbridge,936974.12
2014,2015,Monroe           ,Brighton,3782028.94
2014,2015,Monroe           ,Brockport,6101668.97
2014,2015,Monroe           ,Churchville-Chili,5986419.34
2014,2015,Monroe           ,East Irondequoit,4251532.84
2014,2015,Monroe           ,East Rochester,1556622.75
2014,2015,Monroe           ,Fairport,7665709.02
2014,2015,Monroe           ,Gates-Chili,5747002.75
2014,2015,Monroe           ,Greece,16106129.03
2014,2015,Monroe           ,Hilton,6133359.49
2014,2015,Monroe           ,Honeoye Falls,3064616.5
2014,2015,Monroe           ,Penfield,4803688.5
2014,2015,Monroe           ,Pittsford,5180402.47
2014,2015,Monroe           ,Rochester,68874658.87
2014,2015,Monroe           ,Rush-Henrietta,5206700.24
2014,2015,Monroe           ,Spencerport,5767791.71
2014,2015,Monroe           ,Webster,9355576.13
2014,2015,Monroe           ,West Irondequoit,4740898.65
2014,2015,Monroe           ,Wheatland-Chili,902261.85
2014,2015,Montgomery       ,Amsterdam,6316237.21
2014,2015,Montgomery       ,Canajoharie,1645847.71
2014,2015,Montgomery       ,Fonda-Fultonville,2197812.86
2014,2015,Montgomery       ,Fort Plain,1586650.31
2014,2015,Montgomery       ,Oppenheim - St Johnsville ,1483766.02
2014,2015,Nassau           ,Baldwin,5041801.9
2014,2015,Nassau           ,Bellmore,637671.42
2014,2015,Nassau           ,Bellmore-Merrick,4624565.86
2014,2015,Nassau           ,Bethpage,1853926.95
2014,2015,Nassau           ,Carle Place,155642.25
2014,2015,Nassau           ,East Meadow,6096516.36
2014,2015,Nassau           ,East Rockaway,801182.14
2014,2015,Nassau           ,East Williston,94923.15
2014,2015,Nassau           ,Elmont,4156952.24
2014,2015,Nassau           ,Farmingdale,4591387.24
2014,2015,Nassau           ,Floral Park,824002.34
2014,2015,Nassau           ,Franklin Square,1455019.19
2014,2015,Nassau           ,Freeport,8788227.92
2014,2015,Nassau           ,Garden City,192972.72
2014,2015,Nassau           ,Glen Cove,1091585.49
2014,2015,Nassau           ,Great Neck,324560.64
2014,2015,Nassau           ,Hempstead,13183042.95
2014,2015,Nassau           ,Herricks,1729518.1
2014,2015,Nassau           ,Hewlett-Woodmere,1022579.47
2014,2015,Nassau           ,Hicksville,1418813.77
2014,2015,Nassau           ,Island Park,91890.03
2014,2015,Nassau           ,Island Trees,2337162.85
2014,2015,Nassau           ,Jericho,154661.22
2014,2015,Nassau           ,Lawrence,440497.72
2014,2015,Nassau           ,Levittown,9027855.45
2014,2015,Nassau           ,Locust Valley,129561.66
2014,2015,Nassau           ,Long Beach,1342457.63
2014,2015,Nassau           ,Lynbrook,1459639.07
2014,2015,Nassau           ,Malverne,1365298.64
2014,2015,Nassau           ,Manhasset,132342.04
2014,2015,Nassau           ,Massapequa,4635530.59
2014,2015,Nassau           ,Merrick,1027609.99
2014,2015,Nassau           ,Mineola,235250.94
2014,2015,Nassau           ,New Hyde Park,773323.93
2014,2015,Nassau           ,North Bellmore,2179097.29
2014,2015,Nassau           ,North Merrick,1246611.67
2014,2015,Nassau           ,North Shore,133554.29
2014,2015,Nassau           ,Oceanside,2693828.82
2014,2015,Nassau           ,Oyster Bay,101344.15
2014,2015,Nassau           ,Plainedge,3194615.49
2014,2015,Nassau           ,Plainview-Old Bethpage,2200441.93
2014,2015,Nassau           ,Port Washington,277028.43
2014,2015,Nassau           ,Rockville,1343653.26
2014,2015,Nassau           ,Roosevelt,5872830.42
2014,2015,Nassau           ,Roslyn,178331.79
2014,2015,Nassau           ,Seaford,2038002.38
2014,2015,Nassau           ,Sewanhaka Central,6748917.05
2014,2015,Nassau           ,Syosset,448397.75
2014,2015,Nassau           ,Uniondale,5922092.83
2014,2015,Nassau           ,Valley Stream 213,2071376.31
2014,2015,Nassau           ,Valley Stream 224,1001261.6
2014,2015,Nassau           ,Valley Stream Central 230,1085167.08
2014,2015,Nassau           ,Valley Stream Union Free 251,3962907.18
2014,2015,Nassau           ,Wantagh,2895093.52
2014,2015,Nassau           ,West Hempstead,1119293.6
2014,2015,Nassau           ,Westbury,5668758.22
2014,2015,New York City,New York City,1265576989
2014,2015,Niagara          ,Barker,1306850.28
2014,2015,Niagara          ,Lewistown-Porter,2634845.03
2014,2015,Niagara          ,Lockport,7907831.16
2014,2015,Niagara          ,Newfane,2916314.9
2014,2015,Niagara          ,Niagara Falls,13795315.89
2014,2015,Niagara          ,Niagara-Wheatfield,5339451.81
2014,2015,Niagara          ,North Tonawanda,5900269.44
2014,2015,Niagara          ,Royalton-Hartland,2119956.12
2014,2015,Niagara          ,Star Point,3621504.84
2014,2015,Niagara          ,Wilson,2104800.95
2014,2015,Oneida           ,Adirondack,1886471.45
2014,2015,Oneida           ,Camden,4207011.48
2014,2015,Oneida           ,Clinton,1608567.26
2014,2015,Oneida           ,Holland Patent,2330821.88
2014,2015,Oneida           ,New Hartford,2822457.48
2014,2015,Oneida           ,New York Mills,694798.22
2014,2015,Oneida           ,Oriskany,983224.34
2014,2015,Oneida           ,Remsen,679042.54
2014,2015,Oneida           ,Rome,9178956.57
2014,2015,Oneida           ,Sauquoit Valley,1628554.28
2014,2015,Oneida           ,Sherrill,2894451.42
2014,2015,Oneida           ,Utica,18220507.35
2014,2015,Oneida           ,Waterville,1421977.34
2014,2015,Oneida           ,Westmoreland,1537045.39
2014,2015,Oneida           ,Whitesboro,4616158.26
2014,2015,Onondaga         ,Baldwinsville,7498352.85
2014,2015,Onondaga         ,East Syracuse,4157678.57
2014,2015,Onondaga         ,Fabius-Pompey,1140463.92
2014,2015,Onondaga         ,Fayetteville,4610811.66
2014,2015,Onondaga         ,Jamesville-Dewitt,3072648.02
2014,2015,Onondaga         ,Jordan-Elbridge,2157465.57
2014,2015,Onondaga         ,Lafayette,1359918.41
2014,2015,Onondaga         ,Liverpool,10062765.87
2014,2015,Onondaga         ,Lyncourt,493979.35
2014,2015,Onondaga         ,Marcellus,2499161.09
2014,2015,Onondaga         ,North Syracuse,12133709.73
2014,2015,Onondaga         ,Onondaga,1367238.31
2014,2015,Onondaga         ,Skaneateles,721399.98
2014,2015,Onondaga         ,Solvay,2385761.63
2014,2015,Onondaga         ,Syracuse,42120377.39
2014,2015,Onondaga         ,Tully,1340660.74
2014,2015,Onondaga         ,West Genesee,6122283.61
2014,2015,Onondaga         ,Westhill,2488455.6
2014,2015,Ontario          ,Canandaigua,4473722.78
2014,2015,Ontario          ,East Bloomfield,1406345.4
2014,2015,Ontario          ,Geneva,3883081.18
2014,2015,Ontario          ,Gorham-Middlesex,1688334.89
2014,2015,Ontario          ,Honeoye,776661.27
2014,2015,Ontario          ,Manchester-Shortsville,1331170.28
2014,2015,Ontario          ,Naples,780007.96
2014,2015,Ontario          ,Phelps-Clifton,2807873.58
2014,2015,Ontario          ,Victor,4909391.18
2014,2015,Orange           ,Chester,1141213.18
2014,2015,Orange           ,Cornwall,3806572.61
2014,2015,Orange           ,Florida,853401.55
2014,2015,Orange           ,Goshen,2672695.6
2014,2015,Orange           ,Greenwood Lake,649512.09
2014,2015,Orange           ,Highland Falls,1330868
2014,2015,Orange           ,Kiryas Jv Ufsd,344317.77
2014,2015,Orange           ,Middletown,11117390.34
2014,2015,Orange           ,Minisink Valley,6165267.5
2014,2015,Orange           ,Monroe-Woodbury,7788496.42
2014,2015,Orange           ,Newburgh,18211845.07
2014,2015,Orange           ,Pinebush,7991000.04
2014,2015,Orange           ,Port Jervis,5030401.27
2014,2015,Orange           ,Tuxedo,32529.84
2014,2015,Orange           ,Valley,5984296.36
2014,2015,Orange           ,Warwick Valley,4014670.84
2014,2015,Orange           ,Washingtonville,5183544.68
2014,2015,Orleans          ,Albion,3532977.36
2014,2015,Orleans          ,Holley,2153446.62
2014,2015,Orleans          ,Kendall,1294096.21
2014,2015,Orleans          ,Lyndonville,1061842.81
2014,2015,Orleans          ,Medina,3262281.04
2014,2015,Oswego           ,Altmar Parish,2684470.25
2014,2015,Oswego           ,Central Square,6596096.61
2014,2015,Oswego           ,Fulton,6394160.08
2014,2015,Oswego           ,Hannibal,2954293.06
2014,2015,Oswego           ,Mexico,2950298.2
2014,2015,Oswego           ,Oswego,3640354.8
2014,2015,Oswego           ,Phoenix,3415223.11
2014,2015,Oswego           ,Pulaski,1964478.58
2014,2015,Oswego           ,Sandy Creek,1489239.48
2014,2015,Otsego           ,Cherry Valley Springfield,650896.29
2014,2015,Otsego           ,Cooperstown,387195.19
2014,2015,Otsego           ,Edmeston,805541.43
2014,2015,Otsego           ,Gilbertsville,682097.87
2014,2015,Otsego           ,Laurens,661590.25
2014,2015,Otsego           ,Milford,647226.65
2014,2015,Otsego           ,Morris,751464.29
2014,2015,Otsego           ,Oneonta,2266683.98
2014,2015,Otsego           ,Otego-Unadilla,1695317.25
2014,2015,Otsego           ,Richfield Springs,792749.28
2014,2015,Otsego           ,Schenevus,568376.04
2014,2015,Otsego           ,Worcester,685768.27
2014,2015,Putnam           ,Brewster,2164219.75
2014,2015,Putnam           ,Carmel,3725849.04
2014,2015,Putnam           ,Garrison,39326.91
2014,2015,Putnam           ,Haldane,145523.81
2014,2015,Putnam           ,Mahopac,4521773.01
2014,2015,Putnam           ,Putnam Valley,1574692.08
2014,2015,Rensselaer       ,Averill Park,4018543.12
2014,2015,Rensselaer       ,Berlin,930620.88
2014,2015,Rensselaer       ,Brunswick Central,1486259.27
2014,2015,Rensselaer       ,East Greenbush,4567323.47
2014,2015,Rensselaer       ,Hoosic Valley,1594249.81
2014,2015,Rensselaer       ,Hoosick Falls,1725125.71
2014,2015,Rensselaer       ,Lansingburgh,4121982.21
2014,2015,Rensselaer       ,North Greenbush Central,2490
2014,2015,Rensselaer       ,Rensselaer,1569615.27
2014,2015,Rensselaer       ,Schodack,1163421.86
2014,2015,Rensselaer       ,Troy,7638623.6
2014,2015,Rensselaer       ,Wynantskill,407299.82
2014,2015,Rockland         ,Clarkstown,5027072.9
2014,2015,Rockland         ,East Ramapo,6603311.17
2014,2015,Rockland         ,Haverstraw-Stony Point,9060741.75
2014,2015,Rockland         ,Nanuet,1122183.96
2014,2015,Rockland         ,Nyack,1667812.93
2014,2015,Rockland         ,Pearl River,1794962.08
2014,2015,Rockland         ,Ramapo,3110031.79
2014,2015,Rockland         ,South Orangetown,1596200.18
2014,2015,Saratoga         ,Ballston Spa,5018495.37
2014,2015,Saratoga         ,Burnt Hills,3674280.51
2014,2015,Saratoga         ,Corinth,1446337.67
2014,2015,Saratoga         ,Edinburg Common,37810.39
2014,2015,Saratoga         ,Galway,984630.85
2014,2015,Saratoga         ,Mechanicville,1722802.47
2014,2015,Saratoga         ,Saratoga Springs,4073037.17
2014,2015,Saratoga         ,Schuylerville,2432919.09
2014,2015,Saratoga         ,Shenendehowa,9705752.68
2014,2015,Saratoga         ,South Glens Falls,3882426.07
2014,2015,Saratoga         ,Stillwater,1570135.38
2014,2015,Saratoga         ,Waterford-Halfmoon,1087487.79
2014,2015,Schenectady      ,Duanesburg,1075478.35
2014,2015,Schenectady      ,Niskayuna,4228025.52
2014,2015,Schenectady      ,Rotterdam-Mohonasen,3800051.74
2014,2015,Schenectady      ,Schalmont,1734345.14
2014,2015,Schenectady      ,Schenectady,17440687.31
2014,2015,Schenectady      ,Scotia-Glenville,3400009.55
2014,2015,Schoharie        ,Cobleskill-Richmondville,2826954.8
2014,2015,Schoharie        ,Gilboa-Conesville,132480.35
2014,2015,Schoharie        ,Jefferson,387335.91
2014,2015,Schoharie        ,Middleburgh,1233637.01
2014,2015,Schoharie        ,Schoharie,1229224.05
2014,2015,Schoharie        ,Sharon Springs,514303.9
2014,2015,Schuyler         ,Odessa-Montour Falls,1329631.9
2014,2015,Schuyler         ,Watkins Glen,1651258.51
2014,2015,Seneca           ,Romulus,528675.58
2014,2015,Seneca           ,Seneca Falls,1981096.6
2014,2015,Seneca           ,South Seneca,1404913
2014,2015,Seneca           ,Waterloo,3206508.08
2014,2015,St Lawrence      ,Brasher Falls,2072200.13
2014,2015,St Lawrence      ,Canton,2281052.79
2014,2015,St Lawrence      ,Clifton-Fine,288930.94
2014,2015,St Lawrence      ,Colton-Pierrepont,112629.12
2014,2015,St Lawrence      ,Edwards Knox,1192591.5
2014,2015,St Lawrence      ,Gouverneur,3080697.17
2014,2015,St Lawrence      ,Hammond,361860.33
2014,2015,St Lawrence      ,Hermon-Dekalb,734383.6
2014,2015,St Lawrence      ,Heuvelton,975370.65
2014,2015,St Lawrence      ,Lisbon,917824.9
2014,2015,St Lawrence      ,Madrid-Waddington,1175456.17
2014,2015,St Lawrence      ,Massena,4613264.29
2014,2015,St Lawrence      ,Morristown,487990.18
2014,2015,St Lawrence      ,Norwood-Norfolk,1762891.17
2014,2015,St Lawrence      ,Ogdensburg,3271896.94
2014,2015,St Lawrence      ,Parishville,667957.13
2014,2015,St Lawrence      ,Potsdam,1997516.83
2014,2015,Steuben          ,Addison,2256520.85
2014,2015,Steuben          ,Arkport,912837.53
2014,2015,Steuben          ,Avoca,922716.95
2014,2015,Steuben          ,Bath,3003109.72
2014,2015,Steuben          ,Bradford,526782.45
2014,2015,Steuben          ,Campbell-Savona,1778539.34
2014,2015,Steuben          ,Canisteo-Greenwood,1894649.67
2014,2015,Steuben          ,Corning,7276289.55
2014,2015,Steuben          ,Hammondsport,206196.5
2014,2015,Steuben          ,Hornell,3507628.36
2014,2015,Steuben          ,Jasper-Troupburg,1009944.25
2014,2015,Steuben          ,Prattsburg,747501.6
2014,2015,Steuben          ,Wayland-Cohocton,2594812.86
2014,2015,Suffolk          ,Amagansett,15765.53
2014,2015,Suffolk          ,Amityville,2914869.53
2014,2015,Suffolk          ,Babylon,1129962.11
2014,2015,Suffolk          ,Bay Shore,6843536.96
2014,2015,Suffolk          ,Bayport-Blue Point,2544256.89
2014,2015,Suffolk          ,Brentwood,31130915.56
2014,2015,Suffolk          ,Bridgehampton,21947.64
2014,2015,Suffolk          ,Brookhaven-Comsewogue,4458429.48
2014,2015,Suffolk          ,Center Moriches,2022850.01
2014,2015,Suffolk          ,Central Islip,11188108.47
2014,2015,Suffolk          ,Cold Spring Harbor,140953.72
2014,2015,Suffolk          ,Commack,5695711.97
2014,2015,Suffolk          ,Connetquot,5558833.33
2014,2015,Suffolk          ,Copiague,6725988.45
2014,2015,Suffolk          ,Deer Park,4368351.5
2014,2015,Suffolk          ,East Hampton,91825.66
2014,2015,Suffolk          ,East Islip,4891535.85
2014,2015,Suffolk          ,East Moriches,772571.87
2014,2015,Suffolk          ,East Quogue,48805.13
2014,2015,Suffolk          ,Eastport-South Manor,4844819.47
2014,2015,Suffolk          ,Elwood,2061942.42
2014,2015,Suffolk          ,Fire Island Union,15404.83
2014,2015,Suffolk          ,Fishers Island,13236.93
2014,2015,Suffolk          ,Greenport,55251.17
2014,2015,Suffolk          ,Half Hollow Hills,3339478.39
2014,2015,Suffolk          ,Hampton Bays,189821.78
2014,2015,Suffolk          ,Harborsfield,2550661.94
2014,2015,Suffolk          ,Hauppauge,756622.54
2014,2015,Suffolk          ,Huntington,1577085.5
2014,2015,Suffolk          ,Islip,3157259.07
2014,2015,Suffolk          ,Kings Park,2526193.73
2014,2015,Suffolk          ,Lindenhurst,7834854.67
2014,2015,Suffolk          ,Longwood Csd,11355723.21
2014,2015,Suffolk          ,Mattituck-Cutchogue,108419.76
2014,2015,Suffolk          ,Middle Country,12619659.76
2014,2015,Suffolk          ,Miller Place,3069289.89
2014,2015,Suffolk          ,Montauk,36958.99
2014,2015,Suffolk          ,Mount Sinai,2495173.8
2014,2015,Suffolk          ,New Suffolk,420
2014,2015,Suffolk          ,North Babylon,6121137.97
2014,2015,Suffolk          ,Northport,481749.45
2014,2015,Suffolk          ,Oysterponds,18180.33
2014,2015,Suffolk          ,Patchoque-Medford,9431168.84
2014,2015,Suffolk          ,Port Jefferson,150603.29
2014,2015,Suffolk          ,Quogue,13622.23
2014,2015,Suffolk          ,Remsenburg,23339.08
2014,2015,Suffolk          ,Riverhead,1844903.92
2014,2015,Suffolk          ,Rocky Point,4325473.69
2014,2015,Suffolk          ,Sachem,16011465.52
2014,2015,Suffolk          ,Sag Harbor,52563.59
2014,2015,Suffolk          ,Sagaponack,750
2014,2015,Suffolk          ,Sayville,3249273.14
2014,2015,Suffolk          ,Shelter Island,25513.29
